taxonomy	SH2	SH3	SH4	SP1	SP2	SP3
Proteobacteria	1	2	7	1	1	3
Proteobacteria	0	1	1	6	2	1
Proteobacteria	1	0	2	2	0	2
Proteobacteria	1	0	0	1	0	10
Proteobacteria	0	0	0	0	0	2
Proteobacteria	1	5	3	5	1	2
Proteobacteria	0	0	1	0	0	0
Proteobacteria	2	1	1	1	1	2
Proteobacteria	0	0	3	1	0	0
Proteobacteria	3	5	5	3	3	2
Proteobacteria	2	0	1	2	1	0
Proteobacteria	1	0	0	0	0	0
Proteobacteria	2	2	1	4	2	2
Proteobacteria	0	0	0	0	0	0
Proteobacteria	4	1	3	3	3	12
Proteobacteria	3	0	4	3	4	4
Proteobacteria	0	0	0	6	0	0
Proteobacteria	0	2	1	0	1	1
Proteobacteria	1	1	1	2	0	2
Proteobacteria	1	0	0	2	3	1
Proteobacteria	3	1	2	3	2	4
Proteobacteria	0	0	0	0	0	13
Proteobacteria	3368	2105	4872	220	89	327
Proteobacteria	1	1	1	2	0	0
Proteobacteria	1	0	0	0	0	0
Proteobacteria	9	4	3	3	4	4
Proteobacteria	1	0	1	1	0	2
Proteobacteria	2	1	1	2	0	0
Proteobacteria	1	0	1	1	0	3
Proteobacteria	2	1	3	4	1	1
Proteobacteria	5	3	2	3	0	1
Proteobacteria	0	0	1	0	0	0
Proteobacteria	0	0	0	0	0	8
Proteobacteria	1	4	2	2	1	1
Proteobacteria	0	0	0	0	0	0
Proteobacteria	0	0	0	0	0	0
Proteobacteria	1	1	2	5	0	3
Proteobacteria	0	4	2	0	3	0
Proteobacteria	0	0	0	0	0	10
Proteobacteria	0	0	0	0	0	0
Proteobacteria	0	0	0	0	0	0
Proteobacteria	1	0	2	0	0	0
Proteobacteria	0	0	1	2	0	1
Proteobacteria	1	0	1	0	0	1
Proteobacteria	6	5	7	1	4	3
Proteobacteria	2	1	2	2	0	1
Proteobacteria	0	0	0	0	0	0
Proteobacteria	1	0	5	4	1	0
Proteobacteria	0	0	0	0	1	0
Proteobacteria	2	1	4	0	0	4
Proteobacteria	0	0	0	0	0	3
Proteobacteria	0	1	1	0	0	0
Proteobacteria	0	2	2	1	1	2
Proteobacteria	0	0	1	0	0	2
Proteobacteria	14	7	14	20	7	14
Proteobacteria	0	0	3	0	1	0
Proteobacteria	0	0	1	0	0	1
Proteobacteria	0	0	0	0	0	0
Proteobacteria	4	0	0	1	2	1
Proteobacteria	0	3	0	0	0	0
Proteobacteria	3	0	0	0	0	0
Proteobacteria	3	0	0	0	0	0
Proteobacteria	2	3	2	0	0	2
Proteobacteria	0	0	1	3	0	8
Proteobacteria	2	0	1	2	0	0
Proteobacteria	0	0	2	2	4	1
Proteobacteria	0	0	0	0	0	0
Proteobacteria	3	8	8	6	7	7
Proteobacteria	2	0	1	0	1	1
Proteobacteria	3	0	0	0	0	1
Proteobacteria	0	0	0	0	0	0
Proteobacteria	3	3	4	2	2	2
Proteobacteria	0	0	0	0	1	0
Proteobacteria	1	0	0	0	0	0
Proteobacteria	0	0	0	0	0	3
Proteobacteria	0	0	0	0	0	3
Proteobacteria	0	0	2	2	0	0
Proteobacteria	2	0	0	0	0	0
Proteobacteria	7	6	12	10	5	2
Proteobacteria	0	0	2	0	1	1
Proteobacteria	0	1	0	5	0	2
Proteobacteria	0	1	1	2	1	1
Proteobacteria	1	0	2	4	0	4
Proteobacteria	0	1	2	0	1	1
Proteobacteria	3	3	2	4	2	3
Proteobacteria	0	0	0	0	1	0
Proteobacteria	0	0	5	2	0	1
Proteobacteria	0	0	0	0	0	0
Proteobacteria	0	0	1	0	0	2
Proteobacteria	2	4	3	1	1	0
Proteobacteria	3	3	4	1	2	1
Proteobacteria	0	3	1	0	1	2
Proteobacteria	1	0	1	0	0	1
Proteobacteria	0	0	0	6	0	0
Proteobacteria	0	0	0	0	0	1
Proteobacteria	3	0	4	3	2	2
Proteobacteria	0	0	4	0	0	0
Proteobacteria	0	2	0	8	0	0
Proteobacteria	2	0	0	1	0	59
Proteobacteria	0	0	1	2	0	0
Proteobacteria	0	0	0	0	3	0
Proteobacteria	2	0	0	2	1	0
Proteobacteria	0	0	1	2	0	0
Proteobacteria	3	0	1	7	3	2
Proteobacteria	0	1	1	4	0	4
Proteobacteria	0	0	0	0	2	0
Proteobacteria	0	0	1	1	0	0
Proteobacteria	0	0	0	0	0	1
Proteobacteria	0	0	1	1	1	0
Proteobacteria	1	1	7	63	2	92
Proteobacteria	0	0	0	5	0	0
Proteobacteria	0	0	0	0	0	3
Proteobacteria	3	0	0	0	0	1
Proteobacteria	1	3	0	1	0	1
Proteobacteria	5	3	1	4	1	2
Proteobacteria	4	3	3	2	5	4
Proteobacteria	2	2	3	1	0	0
Proteobacteria	8	6	10	9	10	1
Proteobacteria	3	0	2	2	0	1
Rokubacteria	0	0	0	0	0	0
Rokubacteria	0	0	1	1	0	0
Rokubacteria	2	1	1	1	0	0
Rokubacteria	0	0	0	5	0	0
Spirochaetes	0	3	1	2	2	1
Spirochaetes	1	1	1	0	0	1
Spirochaetes	0	0	0	0	0	0
Spirochaetes	0	0	0	2	0	0
Spirochaetes	0	0	0	0	0	0
Spirochaetes	0	0	0	0	0	0
Spirochaetes	0	0	0	0	0	48
Spirochaetes	2	0	0	0	0	0
Spirochaetes	2	1	1	0	3	1
Spirochaetes	1	1	0	1	0	2
Spirochaetes	0	0	0	0	1	0
Spirochaetes	0	0	0	0	0	0
Spirochaetes	0	0	0	0	0	0
TA06	0	0	0	0	0	0
Tenericutes	0	0	1	0	2	0
Tenericutes	0	0	0	0	0	0
Tenericutes	0	0	0	0	1	0
Tenericutes	0	0	0	0	0	0
Verrucomicrobia	0	3	0	0	0	0
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	1	0	0	1	0	0
Verrucomicrobia	1	0	1	0	0	0
Verrucomicrobia	2	0	0	0	0	0
Verrucomicrobia	0	0	2	1	0	1
Verrucomicrobia	1	1	3	1	0	1
Verrucomicrobia	3	2	0	3	0	0
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	0	0	1	3	1	0
Verrucomicrobia	1	1	1	1	0	1
Verrucomicrobia	1	0	0	0	0	1
Verrucomicrobia	0	0	0	3	0	0
Verrucomicrobia	0	0	0	0	0	58
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	2	0	0	0	0	0
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	0	0	0	0	0	2
Verrucomicrobia	2	1	1	1	0	0
Verrucomicrobia	0	0	0	0	2	0
Verrucomicrobia	1	0	0	0	0	2
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	0	0	2	0	0	2
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	1	0	3	0	0	1
Verrucomicrobia	0	0	0	2	0	0
Verrucomicrobia	0	0	0	0	0	1
Verrucomicrobia	1	0	1	0	0	1
Verrucomicrobia	2	0	0	0	0	0
Verrucomicrobia	2	0	0	0	0	0
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	0	0	0	0	0	40
Verrucomicrobia	0	0	0	0	0	24
Verrucomicrobia	0	0	0	6	0	0
Verrucomicrobia	0	0	0	0	0	0
Verrucomicrobia	0	1	0	0	0	141
Verrucomicrobia	0	0	0	1	0	6
Verrucomicrobia	0	0	1	1	0	0
Verrucomicrobia	2	0	2	3	4	2
Verrucomicrobia	5	0	3	0	0	0
Verrucomicrobia	5	0	0	0	0	0
Verrucomicrobia	2	1	2	1	0	2
Verrucomicrobia	1	0	0	0	0	0
Verrucomicrobia	2	3	0	3	2	1
Verrucomicrobia	1	0	1	3	1	2
Verrucomicrobia	0	0	0	5	0	0
Verrucomicrobia	1	0	1	3	0	0
Verrucomicrobia	2	0	3	2	0	2
Zixibacteria	1	0	1	0	0	2
Zixibacteria	0	0	0	0	0	0
Zixibacteria	2	0	0	0	0	0
